merchant_id,merchant_category_id,subsector_description,latitude,longitude
M_ID_76bea2d016,884,consumer electronics,41.672,-73.948
M_ID_76bf476226,367,carpentry,42.697,-73.723
M_ID_76c071ebeb,705,groceries,41.7,-73.885
M_ID_76c09adff3,367,carpentry,41.803,-72.646
M_ID_76c1b2c915,489,carpentry,40.472,-79.959
M_ID_76c254febc,108,gas,42.24,-71.813
M_ID_76c27cfac4,818,semiconductors,42.664,-73.723
M_ID_76c72ed1e6,222,beauty & personal care,42.305,-71.764
M_ID_76c7be2625,891,retail apparel,42.211,-71.839
M_ID_76c7d9400f,506,advertising services,43.193,-71.506
M_ID_76c95eac7d,179,internet,41.646,-73.897
M_ID_76cb6b4def,198,insurance,43.218,-71.525
M_ID_76cb7d3b38,580,internet,43.233,-71.585
M_ID_76cd82c291,63,consumer electronics,41.717,-73.877
M_ID_76cf220264,416,internet,42.683,-73.81
M_ID_76d1b3431c,171,gas,43.215,-71.506
M_ID_76d53ff216,265,gym,41.666,-73.91
M_ID_76d8a18033,360,gas,41.806,-72.669
M_ID_76da023c45,769,flights,41.756,-72.649
M_ID_76da068dc9,117,news & journalism,42.601,-73.746
M_ID_76dabd5267,309,beauty & personal care,41.77,-72.643
M_ID_76dbeccbbc,278,restaurant/dining,42.683,-73.73
M_ID_76dc7a756d,166,retail apparel,40.399,-79.967
M_ID_76dcedc3be,705,groceries,42.689,-73.798
M_ID_76df2c3f43,278,restaurant/dining,42.69,-73.801
M_ID_76df359b5e,307,entertainment,40.453,-79.992
M_ID_76e0e265a4,705,groceries,41.702,-73.964
M_ID_76e110eba3,108,gas,42.643,-73.809
M_ID_76e1214d27,755,internet,43.246,-71.511
M_ID_76e20f8910,198,insurance,41.713,-72.66
M_ID_76e23a505c,130,luxury goods,40.461,-79.953
M_ID_76e286a2cf,683,restaurant/dining,42.675,-73.745
M_ID_76e288be98,411,beauty & personal care,43.229,-71.522
M_ID_76e29d5d0a,206,retail apparel,41.681,-73.921
M_ID_76e367bd46,307,entertainment,43.217,-71.523
M_ID_76e3e678c9,419,biotechnology,42.684,-73.733
M_ID_76e4e89275,560,gas,42.247,-71.837
M_ID_76e5134748,437,beauty & personal care,41.645,-73.922
M_ID_76e6519633,683,restaurant/dining,42.618,-73.753
M_ID_76e6c23a3d,299,luxury goods,41.769,-72.667
M_ID_76e7ce7dd9,108,gas,42.243,-71.791
M_ID_76e82fd45b,884,consumer electronics,41.775,-72.687
M_ID_76ea9a4dd7,68,consumer electronics,41.725,-72.685
M_ID_76eae4a82a,307,entertainment,42.305,-71.819
M_ID_76eb7e77db,607,retail apparel,42.26,-71.837
M_ID_76ec926eb6,80,restaurant/dining,42.287,-71.849
M_ID_76ee37d0a4,560,gas,42.421,-78.065
M_ID_76ee5840d5,309,entertainment,42.643,-73.737
M_ID_76ef125a7b,580,internet,43.185,-71.502
M_ID_76ef537b0e,560,gas,43.228,-71.496
M_ID_76f0f7de03,222,beauty & personal care,41.731,-73.915
M_ID_76f18120ed,119,insurance,42.215,-71.796
M_ID_76f37f7ef4,278,restaurant/dining,40.466,-79.993
M_ID_76f45c1680,793,pharmaceuticals,41.782,-72.718
M_ID_76f4f681bb,690,biotechnology,40.404,-79.975
M_ID_76f740d959,560,gas,40.464,-80.021
M_ID_76f881026e,130,luxury goods,41.739,-72.66
M_ID_76f996c9da,705,groceries,42.25,-71.806
M_ID_76f9a0c980,179,internet,43.166,-71.525
M_ID_76fa5ca0b8,248,internet,41.671,-73.881
M_ID_76fab275db,19,real estate investments,40.449,-79.999
M_ID_76fc5ba38a,705,groceries,41.711,-72.679
M_ID_76fd72899f,343,internet,42.692,-73.748
M_ID_76fd906f0b,298,insurance,40.41,-79.989
M_ID_770129b2b6,278,restaurant/dining,41.709,-73.921
M_ID_77015c97aa,195,gas,42.637,-73.784
M_ID_77022f6a21,683,gas,41.706,-73.901
M_ID_77024a27ba,705,groceries,43.17,-71.495
M_ID_7703110a2c,278,restaurant/dining,41.72,-72.714
M_ID_77031e007e,299,luxury goods,42.212,-71.852
M_ID_77051fa113,536,misc entertainment,43.205,-71.549
M_ID_770530e1af,367,carpentry,43.224,-71.572
M_ID_7706b64e42,108,gas,43.155,-71.511
M_ID_7707fd2643,818,semiconductors,43.214,-71.583
M_ID_77080d6612,2,health care services,41.711,-73.93
M_ID_770cbec581,206,health care services,40.122,-78.905
M_ID_770ccc76ee,343,internet,41.725,-72.654
M_ID_770d106c14,80,restaurant/dining,41.722,-72.652
M_ID_770fb58530,111,real estate investments,42.266,-71.78
M_ID_77104b3397,356,beauty & personal care,42.234,-71.79
M_ID_7711789179,544,retail apparel,41.67,-73.907
M_ID_77118849c0,298,insurance,43.153,-71.53
M_ID_7712185fd6,198,insurance,41.759,-72.675
M_ID_77126dd869,119,insurance,42.639,-73.731
M_ID_77138724c4,683,gas,40.395,-80.022
M_ID_771566e9c5,298,insurance,43.17,-71.529
M_ID_7716209a54,560,gas,42.65,-73.717
M_ID_77181f9597,198,insurance,41.653,-73.881
M_ID_77195699db,273,health care services,42.667,-73.779
M_ID_77197a9b5e,695,gas,41.725,-72.658
M_ID_771b178003,307,entertainment,41.671,-73.877
M_ID_771b18765c,299,luxury goods,41.7,-73.966
M_ID_771cb9564e,360,gas,43.239,-71.511
M_ID_771d4121bf,195,gas,43.824,-73.728
M_ID_7720e1df55,195,gas,41.8,-72.685
M_ID_772255c841,307,entertainment,40.42,-79.98
M_ID_77249c5042,80,restaurant/dining,41.701,-73.935
M_ID_7729d8b9f0,705,groceries,40.411,-79.985
M_ID_772ab71e83,560,gas,41.725,-72.656
M_ID_772b54745f,108,gas,42.282,-71.833
M_ID_772b657032,343,internet,40.467,-80.042
M_ID_772c7d1e31,276,consumer electronics,43.195,-71.497
M_ID_772f4538ee,434,flights,41.687,-73.922
M_ID_77322e0694,683,gas,41.772,-72.643
M_ID_773269b45e,222,beauty & personal care,40.414,-80.044
M_ID_773496f146,343,internet,42.212,-71.857
M_ID_7734d38e1f,68,consumer electronics,42.636,-73.766
M_ID_7735f6943a,705,groceries,41.66,-73.969
M_ID_77360d0eae,19,real estate investments,41.785,-72.67
M_ID_773613d75e,705,groceries,41.675,-73.89
M_ID_77391b1bdf,80,restaurant/dining,41.712,-73.95
M_ID_773aa1556a,783,entertainment,43.22,-71.574
M_ID_773ab982cf,818,semiconductors,42.258,-71.807
M_ID_773af62c89,60,utilities,44.745,-69.948
M_ID_773b42048d,560,gas,40.386,-80.01
M_ID_773baed1b1,333,insurance,42.659,-73.732
M_ID_774052d78c,690,biotechnology,46.888,-69.063
M_ID_7740b70e6d,706,health care technology,41.774,-72.699
M_ID_774125ba07,45,hotel,41.67,-73.9
M_ID_7741dbfc43,333,insurance,41.717,-73.897
M_ID_77430c92c4,506,advertising services,42.303,-71.848
M_ID_77435af7d5,401,luxury goods,40.48,-79.975
M_ID_77446d34d4,307,entertainment,40.423,-79.971
M_ID_77450a0ec3,108,gas,41.69,-73.91
M_ID_774553683b,705,groceries,43.192,-71.589
M_ID_774572604c,705,groceries,40.462,-79.976
M_ID_7745ef9b8a,171,gas,42.678,-73.734
M_ID_7746879302,695,gas,42.27,-71.762
M_ID_7746c4e210,560,gas,41.783,-72.66
M_ID_7748b9e186,369,consumer electronics,42.643,-73.798
M_ID_774b8a48df,560,gas,40.433,-79.986
M_ID_774ba0130f,661,internet,41.742,-73.958
M_ID_774ca400a3,792,real estate services,42.666,-73.799
M_ID_774d32a6b8,369,consumer electronics,40.421,-80.046
M_ID_774d3ab7e0,705,groceries,42.28,-71.759
M_ID_774d7b19fd,884,consumer electronics,43.156,-71.566
M_ID_774ec3b8d5,437,liquor,40.451,-79.991
M_ID_774eddd704,683,gym,41.729,-72.666
M_ID_774f08844c,705,groceries,41.752,-72.63
M_ID_77513dffb1,683,gas,43.251,-71.527
M_ID_77524bde42,126,consumer electronics,41.794,-72.693
M_ID_77549363fd,198,insurance,41.703,-73.925
M_ID_77549d5b6f,705,groceries,41.647,-73.971
M_ID_77550bf70c,884,consumer electronics,42.262,-71.766
M_ID_775517ac67,554,restaurant/dining,41.734,-73.88
M_ID_7755221d11,130,luxury goods,41.755,-72.633
M_ID_77553a715c,457,luxury goods,40.41,-80.039
M_ID_775595ddc6,87,consumer electronics,40.789,-79.342
M_ID_7757f8a7a1,416,internet,40.48,-80.016
M_ID_775803bff2,531,consumer electronics,41.786,-72.712
M_ID_7758c9a6f3,544,retail apparel,40.469,-80.008
M_ID_775a3537cf,457,luxury goods,41.726,-73.963
M_ID_775c193c4a,198,insurance,42.69,-73.713
M_ID_775c36511d,367,carpentry,42.602,-73.808
M_ID_775d5e457b,705,groceries,40.428,-79.985
M_ID_775daccee1,278,restaurant/dining,42.67,-73.795
M_ID_775f0f495d,705,groceries,41.724,-72.659
M_ID_775f7510f5,637,restaurant/dining,42.243,-71.78
M_ID_775ff062cf,705,groceries,42.675,-73.761
M_ID_776097171e,130,luxury goods,41.73,-72.668
M_ID_7760e6a799,422,consumer electronics,42.266,-71.803
M_ID_776451aa67,108,gas,41.742,-73.899
M_ID_77646f60de,278,restaurant/dining,42.22,-71.788
M_ID_77650d9173,683,gas,41.742,-72.68
M_ID_7765379e94,842,restaurant/dining,42.626,-73.8
M_ID_7766bb2c52,755,internet,40.438,-79.978
M_ID_7767985148,544,retail apparel,43.211,-71.536
M_ID_77682f85b3,80,restaurant/dining,42.245,-71.833
M_ID_7768828fbe,531,consumer electronics,40.466,-80.004
M_ID_7768e28876,278,restaurant/dining,42.66,-73.765
M_ID_776b132383,705,groceries,41.709,-73.878
M_ID_776b5d2851,705,groceries,42.271,-71.809
M_ID_776c4a1957,80,restaurant/dining,42.304,-71.786
M_ID_776d428a08,198,insurance,41.721,-73.975
M_ID_776dc0bf3b,884,consumer electronics,42.63,-73.804
M_ID_77702e6888,307,entertainment,40.465,-79.987
M_ID_7774b2d38e,68,consumer electronics,41.661,-73.969
M_ID_777612dc74,419,real estate investments,42.225,-71.854
M_ID_77767168d9,307,entertainment,42.213,-71.825
M_ID_7776ac7a3e,705,gas,41.801,-72.7
M_ID_777744cccd,130,luxury goods,43.161,-71.531
M_ID_7779a8e65d,401,luxury goods,41.698,-73.9
M_ID_777a278c6a,560,gas,42.946,-72.206
M_ID_777a6ca4a8,560,gas,43.235,-71.579
M_ID_777a831424,278,restaurant/dining,42.302,-71.849
M_ID_777b4c86d2,87,consumer electronics,41.768,-72.656
M_ID_777bae4cb6,278,restaurant/dining,44.924,-68.169
M_ID_77830bc317,560,gas,40.45,-79.957
M_ID_77840b9f49,755,internet,43.197,-71.514
M_ID_77841765b9,307,entertainment,41.726,-72.688
M_ID_77846aa99d,80,restaurant/dining,41.732,-72.709
M_ID_7784bf62fa,80,restaurant/dining,41.696,-73.976
M_ID_7784c1b03f,178,retail apparel,43.213,-71.498
M_ID_7785bb25d7,427,consumer electronics,42.676,-73.77
M_ID_7785c3eaf0,360,gas,42.62,-73.728
M_ID_7786784296,779,consumer electronics,42.228,-71.854
M_ID_7786d876c7,531,consumer electronics,41.653,-73.946
M_ID_7787fde35b,705,groceries,40.48,-80.019
M_ID_77891ead07,68,consumer electronics,42.618,-73.807
M_ID_77897e884d,307,entertainment,40.46,-80.014
M_ID_7789a05069,87,consumer electronics,41.665,-73.883
M_ID_778a9d9ac3,319,consumer electronics,42.66,-73.763
M_ID_778b61ad00,179,internet,42.629,-73.773
M_ID_778c7bdb71,842,restaurant/dining,41.785,-72.677
M_ID_778d2f4bc7,87,consumer electronics,43.228,-71.559
M_ID_778f88a73c,560,gas,42.599,-73.737
M_ID_7790117776,661,internet,41.696,-73.916
M_ID_77904f1b34,222,beauty & personal care,40.405,-80.022
M_ID_7790a1debd,457,luxury goods,42.678,-73.746
M_ID_7791cd9f13,307,entertainment,43.172,-71.496
M_ID_77926f73ce,130,luxury goods,43.171,-71.563
M_ID_77932eba88,80,restaurant/dining,40.413,-79.987
M_ID_779467655a,792,real estate services,43.231,-71.495
M_ID_7794dcd414,792,real estate services,41.695,-73.955
M_ID_77964530d7,119,insurance,41.744,-73.919
M_ID_779670a094,443,beauty & personal care,40.466,-80.019
M_ID_7796cd1259,422,consumer electronics,40.435,-79.957
M_ID_7798d20bf1,367,carpentry,41.725,-72.695
M_ID_7798ef23f6,889,consumer electronics,46.8,-68.705
M_ID_779a979e77,560,gas,40.484,-80.04
M_ID_779c53715f,130,luxury goods,40.412,-79.99
M_ID_779c82d364,457,luxury goods,42.29,-71.789
M_ID_779cdda4f8,198,insurance,41.659,-73.948
M_ID_779e5fdfde,560,gas,42.274,-71.854
M_ID_779f5c83e9,702,health care services,41.659,-73.877
M_ID_77a09492b4,705,groceries,41.66,-73.877
M_ID_77a215b228,105,gym,42.639,-73.724
M_ID_77a23ab8bc,307,entertainment,40.411,-80.041
M_ID_77a421a4b9,705,groceries,42.621,-73.802
M_ID_77a523cb81,333,insurance,43.161,-71.562
M_ID_77a52cc5d5,755,internet,41.717,-72.676
M_ID_77a5c92ef8,818,semiconductors,42.28,-71.783
M_ID_77a5f5dc64,343,internet,43.211,-71.515
M_ID_77a7c6e84b,130,luxury goods,41.718,-73.958
M_ID_77a89d46e6,443,retail apparel,41.716,-73.944
M_ID_77aac72f0b,179,internet,41.65,-73.89
M_ID_77af195e86,40,beauty & personal care,40.458,-79.96
M_ID_77b11b29db,130,luxury goods,41.715,-73.93
M_ID_77b27f660d,560,gas,41.714,-73.924
M_ID_77b3126701,401,luxury goods,42.602,-73.811
M_ID_77b395e4e9,195,gas,42.599,-73.797
M_ID_77b4e7883b,2,office supplies,42.598,-73.792
M_ID_77b62c37f5,560,gas,43.167,-71.526
M_ID_77b64163ee,307,entertainment,43.248,-71.538
M_ID_77b710b2e4,278,restaurant/dining,40.457,-80.037
M_ID_77b7d149b5,110,carpentry,42.618,-73.731
M_ID_77b7f072ab,884,consumer electronics,42.252,-71.802
M_ID_77ba97bc3e,783,entertainment,42.215,-71.822
M_ID_77bb128392,705,groceries,40.424,-80.049
M_ID_77bbb8dfa8,206,retail apparel,41.714,-72.691
M_ID_77bc19eff3,367,carpentry,43.208,-71.554
M_ID_77bdd49ff6,683,gas,42.262,-71.798
M_ID_77be55fedc,278,restaurant/dining,42.288,-71.768
M_ID_77bf095ada,278,restaurant/dining,42.243,-71.808
M_ID_77c0eb70b5,307,gas,44.172,-72.786
M_ID_77c1ad6643,506,advertising services,42.275,-71.841
M_ID_77c42aadb7,87,consumer electronics,41.729,-73.891
M_ID_77c67c8661,560,gas,41.672,-73.942
M_ID_77c75aef00,299,luxury goods,41.68,-73.91
M_ID_77c7a7a7bf,705,groceries,41.682,-73.916
M_ID_77c7d6b2e6,63,consumer electronics,41.72,-72.651
M_ID_77c7f000dd,884,consumer electronics,42.68,-73.727
M_ID_77c8e5d459,130,luxury goods,41.663,-73.968
M_ID_77c8f12cc2,195,gas,39.127,-76.583
M_ID_77c9b06442,367,carpentry,42.219,-71.824
M_ID_77ca0be3df,531,consumer electronics,41.727,-73.934
M_ID_77ca0dcc00,705,groceries,42.687,-73.739
M_ID_77ca6fe6e7,276,consumer electronics,41.733,-72.657
M_ID_77cab1aaf2,437,liquor,42.672,-73.81
M_ID_77cbed32a5,307,entertainment,41.721,-72.716
M_ID_77cc38eb1b,298,insurance,41.689,-73.955
M_ID_77cccf0c5a,87,consumer electronics,42.244,-71.797
M_ID_77cd44de9c,278,restaurant/dining,42.252,-71.84
M_ID_77cd906e3a,130,luxury goods,43.193,-71.589
M_ID_77cf4e2ecf,333,insurance,42.225,-71.76
M_ID_77cfb3bbe9,360,gas,42.307,-71.803
M_ID_77d0bea554,248,internet,42.247,-71.792
M_ID_77d0c1d523,80,restaurant/dining,41.782,-72.632
M_ID_77d0dd1466,276,consumer electronics,40.485,-79.991
M_ID_77d14eb2ad,278,restaurant/dining,42.665,-73.719
M_ID_77d17bd301,560,gas,42.234,-71.839
M_ID_77d41dcb75,683,gas,42.625,-73.794
M_ID_77d4abce11,157,news & journalism,42.208,-71.815
M_ID_77d5389a7e,755,internet,40.406,-79.968
M_ID_77d74acef5,796,insurance,43.25,-71.55
M_ID_77d80e2044,343,internet,43.187,-71.522
M_ID_77d85775e8,419,advertising services,42.286,-71.794
M_ID_77d92a3961,179,internet,41.686,-73.968
M_ID_77d994c530,705,groceries,41.774,-72.705
M_ID_77da23b53e,705,groceries,46.727,-69.149
M_ID_77db032bc2,437,groceries,41.765,-72.684
M_ID_77dc8c6e9d,278,restaurant/dining,40.452,-80.01
M_ID_77dda4cf69,126,consumer electronics,40.406,-79.982
M_ID_77e08e0bf8,692,beauty & personal care,41.701,-73.934
M_ID_77e09955f2,705,groceries,40.419,-79.955
M_ID_77e1887eac,273,health care services,42.252,-71.845
M_ID_77e2811375,333,insurance,42.65,-73.732
M_ID_77e2942cd8,130,luxury goods,42.271,-71.76
M_ID_77e3f1666c,130,luxury goods,40.673,-78.591
M_ID_77e3f50579,842,restaurant/dining,41.726,-72.648
M_ID_77e46d847b,108,gas,41.684,-73.935
M_ID_77e647a890,422,consumer electronics,41.783,-72.708
M_ID_77e677a1cf,793,pharmaceuticals,42.6,-73.721
M_ID_77e71ee8f0,457,luxury goods,42.304,-71.762
M_ID_77e9283b99,506,advertising services,41.764,-72.722
M_ID_77e9a091cd,661,internet,41.701,-73.93
M_ID_77ea08ae4a,278,restaurant/dining,42.622,-73.781
M_ID_77ea7358b8,278,restaurant/dining,41.805,-72.707
M_ID_77eb85c8ea,705,groceries,42.307,-71.852
M_ID_77ed466f4e,307,entertainment,42.604,-73.721
M_ID_77ee62bb88,560,gas,40.457,-79.98
M_ID_77ef3806a7,360,gas,41.778,-72.664
M_ID_77f1577201,367,carpentry,42.68,-73.806
M_ID_77f169565a,307,entertainment,41.755,-72.641
M_ID_77f2a28a16,796,insurance,43.222,-71.507
M_ID_77f3282fa9,422,consumer electronics,41.724,-72.675
M_ID_77f43f9f03,108,gas,42.267,-71.765
M_ID_77f461da65,457,luxury goods,43.235,-71.545
M_ID_77f54b727d,472,financial services,43.237,-71.529
M_ID_77f816ec60,690,biotechnology,43.124,-78.486
M_ID_77f915626d,843,retail apparel,42.692,-73.757
M_ID_77fbb7be1b,309,beauty & personal care,42.663,-73.714
M_ID_77fbd78ebd,884,consumer electronics,42.234,-71.851
M_ID_77ff4a15ac,369,consumer electronics,41.785,-72.711
M_ID_77ff7692f4,87,consumer electronics,41.705,-73.948
M_ID_77ffc050a5,60,retail apparel,43.198,-71.494
M_ID_780268c6fd,178,retail apparel,42.643,-73.762
M_ID_7803b8bc3b,307,entertainment,40.398,-79.968
M_ID_7804eb87f4,560,gas,40.465,-80.026
M_ID_7806894dd8,184,astrological services,40.462,-79.987
M_ID_7808fc566f,769,flights,41.721,-73.883
M_ID_78099d933d,68,consumer electronics,41.806,-72.667
M_ID_780a004b6f,705,groceries,41.794,-72.681
M_ID_780a4b2add,774,biotechnology,41.67,-73.941
M_ID_780adf577f,560,gas,42.285,-71.848
M_ID_780af3958b,110,retail apparel,42.226,-71.792
M_ID_780cede47f,80,restaurant/dining,42.639,-73.798
M_ID_780d1cb4b4,87,consumer electronics,42.273,-71.838
M_ID_780e3e6957,692,beauty & personal care,43.219,-71.576
M_ID_7810a6ef5b,63,consumer electronics,42.646,-73.73
M_ID_7811ebd1bd,705,groceries,41.689,-73.944
M_ID_781384f490,195,gas,43.486,-75.719
M_ID_7814cae1ca,705,groceries,42.303,-71.856
M_ID_78165eaedf,705,groceries,42.618,-73.744
M_ID_78170be9db,506,advertising services,42.276,-71.844
M_ID_78191eff6c,416,internet,41.655,-73.901
M_ID_781a4c692a,307,entertainment,42.666,-73.712
M_ID_781bd3090d,813,retail apparel,41.777,-72.708
M_ID_781d76db67,273,health care services,40.484,-79.976
M_ID_781d7faf79,683,gas,41.721,-72.651
M_ID_781e966484,80,restaurant/dining,43.182,-71.522
M_ID_782064f4f8,457,luxury goods,42.63,-73.74
M_ID_7820a61b7a,69,health care services,42.653,-73.811
M_ID_782135243e,818,semiconductors,41.713,-72.703
M_ID_7821932cbe,36,gym,40.41,-80.016
M_ID_782297ef56,683,gas,42.685,-73.8
M_ID_7824b25410,695,gas,44.897,-68.806
M_ID_7824dafefd,580,internet,42.641,-73.779
M_ID_78257f632e,884,consumer electronics,42.279,-71.807
M_ID_7825cfacba,369,consumer electronics,41.668,-73.94
M_ID_7825f6169d,111,real estate investments,43.238,-71.527
M_ID_78298873d8,40,beauty & personal care,43.229,-71.523
M_ID_7829e05be9,210,automobiles,41.8,-72.65
M_ID_782a9a254c,171,gas,41.693,-73.881
M_ID_782afe2b2b,531,consumer electronics,42.662,-73.728
M_ID_782b4d6a6e,130,luxury goods,42.663,-73.715
M_ID_782d5bfa71,417,consumer electronics,42.648,-73.765
M_ID_782e75a312,80,restaurant/dining,40.39,-80.039
M_ID_782fb28077,367,carpentry,42.281,-71.822
M_ID_78318e5e54,68,consumer electronics,42.24,-71.626
M_ID_7831c30a1e,108,gas,40.412,-79.952
M_ID_7832a05f86,416,internet,41.705,-73.921
M_ID_78337bfc56,580,internet,43.192,-71.58
M_ID_78364178c0,278,restaurant/dining,42.293,-71.784
M_ID_783804fea0,401,luxury goods,41.653,-73.921
M_ID_783945a980,248,internet,40.414,-79.953
M_ID_783a7cc7c1,80,restaurant/dining,43.83,-75.718
M_ID_783a82e70d,298,insurance,41.654,-73.886
M_ID_783a8c3c83,367,carpentry,41.713,-72.648
M_ID_783a8f4d78,842,restaurant/dining,42.291,-71.815
M_ID_783ba2b684,360,gas,43.171,-71.496
M_ID_783c20689f,422,consumer electronics,42.613,-73.795
M_ID_783c30e820,130,luxury goods,40.435,-80.049
M_ID_783d4b5008,130,luxury goods,43.185,-71.562
M_ID_783e214507,416,internet,42.299,-71.778
M_ID_783e47f2d5,806,real estate services,42.258,-71.814
M_ID_783eed89fb,409,retail apparel,41.663,-73.88
M_ID_783f82f866,637,restaurant/dining,43.199,-71.543
M_ID_7840c5d7b0,343,internet,41.691,-73.89
M_ID_7840ecc207,198,insurance,42.616,-73.745
M_ID_7841422c6a,299,luxury goods,41.578,-71.759
M_ID_784193c8ec,108,gas,42.687,-73.791
M_ID_7842453eab,560,gas,42.302,-71.834
M_ID_7842471d78,748,health care services,40.406,-80.028
M_ID_78428c4255,705,groceries,41.684,-73.926
M_ID_7843ec9e64,580,internet,41.677,-73.914
M_ID_784417e169,457,luxury goods,40.408,-80.02
M_ID_78443eec08,80,restaurant/dining,42.299,-71.812
M_ID_7845ce5535,884,consumer electronics,42.603,-73.806
M_ID_7846c086cd,416,internet,41.792,-72.727
M_ID_7848217153,695,gas,41.764,-72.724
M_ID_7849dd1480,63,consumer electronics,42.276,-71.846
M_ID_784aaab521,45,insurance,41.768,-72.689
M_ID_784bc4a52b,278,restaurant/dining,40.671,-73.939
M_ID_784be2d50c,422,consumer electronics,43.935,-73.073
M_ID_784c7bb869,278,restaurant/dining,41.774,-72.699
M_ID_784c83dd96,360,gas,41.748,-72.666
M_ID_784d482e21,580,internet,41.15,-77.773
M_ID_784dff097e,80,restaurant/dining,40.478,-79.972
M_ID_784efe0070,309,beauty & personal care,43.23,-71.504
M_ID_784f220fff,401,luxury goods,42.272,-71.832
M_ID_784f7c0932,222,beauty & personal care,46.565,-69.961
M_ID_784f806bc6,307,entertainment,42.287,-71.852
M_ID_784f92ffb0,683,gas,42.651,-73.809
M_ID_7850e63e90,889,consumer electronics,43.188,-71.54
M_ID_78511b0c20,360,gas,41.73,-72.716
M_ID_7851dc79c4,68,consumer electronics,41.737,-73.943
M_ID_7853e67ff2,278,restaurant/dining,43.176,-71.514
M_ID_78545b9a64,560,gas,41.699,-73.974
M_ID_7854c58fe8,401,luxury goods,40.392,-80.026
M_ID_7855a09ae2,299,luxury goods,43.172,-71.506
M_ID_7856989c73,511,gym,43.172,-71.504
M_ID_7856dddabc,437,retail apparel,42.208,-71.853
M_ID_7859335377,884,consumer electronics,42.248,-71.776
M_ID_78597b4ddd,705,groceries,40.413,-80.044
M_ID_785b7b9f2e,2,health care services,42.694,-73.811
M_ID_785be95011,222,beauty & personal care,41.733,-73.915
M_ID_785bf2557d,343,internet,41.797,-72.682
M_ID_785cf7afc9,307,entertainment,41.796,-72.646
M_ID_785de53f92,683,gas,42.615,-73.769
M_ID_78600f5db8,278,restaurant/dining,41.66,-73.933
M_ID_7861ca19d1,422,consumer electronics,41.692,-73.97
M_ID_78641c162f,307,entertainment,44.721,-71.663
M_ID_7865063ffa,580,internet,43.175,-71.575
M_ID_78657fe19e,307,entertainment,43.209,-71.555
M_ID_78667f92c8,401,luxury goods,40.459,-78.909
M_ID_786688733e,299,luxury goods,41.77,-72.692
M_ID_78679b96fe,195,gas,43.24,-71.56
M_ID_7867dd1934,179,internet,43.186,-71.589
M_ID_78682eaf53,126,consumer electronics,43.213,-71.583
M_ID_7868435127,437,liquor,41.732,-72.655
M_ID_786ab19724,87,consumer electronics,40.419,-80.036
M_ID_786b248401,885,semiconductors,40.478,-79.979
M_ID_786c3232fc,356,liquor,42.648,-73.809
M_ID_786dbdf6d7,206,consumer electronics,41.672,-73.878
M_ID_786e61a4fe,437,groceries,42.606,-73.806
M_ID_786ef7dbd4,705,groceries,40.416,-80.046
M_ID_786fb5fb88,705,groceries,43.201,-71.573
M_ID_786fe29459,119,insurance,42.265,-71.809
M_ID_78702f5e5a,87,consumer electronics,40.478,-80.028
M_ID_7873dfdc3c,705,gas,40.428,-79.995
M_ID_7874304e13,518,retail apparel,42.229,-71.827
M_ID_7876ba2335,818,semiconductors,41.759,-72.684
M_ID_7877196801,497,consumer electronics,42.676,-73.715
M_ID_78775ca88c,369,consumer electronics,41.675,-73.956
M_ID_7878705f87,842,restaurant/dining,43.208,-71.518
M_ID_7878c166d9,451,gym,41.72,-73.886
M_ID_7879e5a980,307,entertainment,40.429,-79.964
M_ID_787a7437c3,796,insurance,41.673,-73.892
M_ID_787afdc2b5,307,entertainment,42.684,-73.741
M_ID_787b888de9,457,luxury goods,42.27,-71.82
M_ID_787d100e98,506,advertising services,41.795,-72.679
M_ID_787e804a44,307,entertainment,41.798,-72.717
M_ID_788036b7d7,307,entertainment,43.166,-71.504
M_ID_7880407772,80,gas,42.215,-71.835
M_ID_7881a7f4e3,57,retail apparel,41.706,-73.941
M_ID_78821fbff3,309,beauty & personal care,42.673,-73.789
M_ID_78858a667e,705,groceries,42.636,-73.755
M_ID_7885b7cf10,419,biotechnology,41.752,-72.705
M_ID_7887a02296,705,groceries,43.232,-71.547
M_ID_788a352c87,506,advertising services,42.608,-73.8
M_ID_788acaf90d,373,hotel,41.763,-72.707
M_ID_788b679c06,580,internet,42.625,-73.771
M_ID_788b73f78e,427,consumer electronics,41.738,-73.975
M_ID_788d640ad5,422,consumer electronics,41.717,-72.641
M_ID_788d970253,40,beauty & personal care,41.809,-72.688
M_ID_788daa3630,45,hotel,40.474,-80.004
M_ID_788e9c8aea,278,restaurant/dining,40.409,-80.017
M_ID_788fafa265,307,entertainment,41.753,-72.707
M_ID_78901f5486,307,entertainment,41.762,-72.66
M_ID_789129d8a6,419,biotechnology,43.158,-71.502
M_ID_78915c8e55,130,luxury goods,40.461,-79.986
M_ID_7892825ad8,557,retail apparel,40.452,-79.955
M_ID_78931f7ebf,198,insurance,43.242,-71.511
M_ID_789337a5c8,333,insurance,40.462,-79.966
M_ID_7893716a38,367,carpentry,43.23,-71.576
M_ID_7894c763b9,703,retail apparel,41.685,-73.943
M_ID_7895e17520,130,luxury goods,42.603,-73.793
M_ID_789648c72b,457,luxury goods,40.416,-79.965
M_ID_7896499af9,108,gas,41.689,-73.905
M_ID_78973fc8e9,416,internet,41.719,-72.63
M_ID_789857815d,87,tobacco,41.716,-72.66
M_ID_78992b76ef,299,luxury goods,39.954,-78.882
