internal_card_mapping,first_active_month,reward_program,latitude,longitude,fico_score,age
C_ID_241c1966bc,2021-02,travel,42.666,-73.78,535,86
C_ID_2422a36c2c,2021-01,dining_entertainment,43.171,-71.525,443,24
C_ID_242b72cead,2021-09,cash_back,41.791,-72.707,573,36
C_ID_24318fe54e,2020-11,travel,42.647,-73.713,691,28
C_ID_24329b9d36,2021-05,cash_back,40.447,-80.013,668,63
C_ID_2436b6da61,2020-05,travel,43.203,-71.545,515,40
C_ID_243af883fc,2021-12,dining_entertainment,40.409,-79.979,744,53
C_ID_24400822e9,2021-01,dining_entertainment,40.428,-79.952,345,20
C_ID_2442dd412a,2021-09,travel,41.727,-73.879,468,39
C_ID_244e5bd0af,2021-05,dining_entertainment,40.397,-80.013,317,24
C_ID_2455e68221,2021-09,cash_back,40.478,-79.958,576,22
C_ID_245d2b2835,2021-06,dining_entertainment,41.718,-72.637,679,21
C_ID_2464d1a39e,2020-04,cash_back,41.726,-72.655,409,27
C_ID_246e6d1196,2020-05,cash_back,42.217,-71.848,654,55
C_ID_2472fdb6f0,2019-08,dining_entertainment,41.745,-72.703,399,39
C_ID_2477d7300b,2021-12,dining_entertainment,41.707,-73.919,445,34
C_ID_2480d1a766,2021-07,travel,40.468,-80.024,330,76
C_ID_2487cad05e,2019-08,cash_back,42.673,-73.781,494,19
C_ID_248edc16aa,2020-12,dining_entertainment,41.796,-72.712,415,23
C_ID_24933205e3,2020-10,dining_entertainment,40.404,-79.956,408,24
C_ID_249700d7af,2020-08,dining_entertainment,41.792,-72.696,729,33
C_ID_2498d8273d,2021-05,dining_entertainment,40.474,-80.032,633,94
C_ID_249df77ddf,2021-10,travel,40.451,-80.043,415,34
C_ID_24a407fb26,2021-11,travel,43.196,-71.494,311,39
C_ID_24a8c7cbbd,2021-07,cash_back,42.658,-73.744,719,20
C_ID_24b06b7c80,2020-11,cash_back,41.734,-73.914,435,73
C_ID_24bacf14e5,2021-11,travel,41.689,-73.935,551,93
C_ID_24c4b30419,2021-07,cash_back,43.165,-71.506,395,32
C_ID_24c9cca3c4,2021-08,cash_back,40.464,-79.992,396,18
C_ID_24cf544e41,2020-11,cash_back,42.244,-71.849,643,26
C_ID_24d41fed30,2020-07,travel,41.677,-73.94,824,54
C_ID_24dc0cacbe,2021-11,cash_back,40.435,-80.019,330,62
C_ID_24e506c13b,2021-06,cash_back,42.672,-73.795,398,65
C_ID_24e742d909,2021-06,travel,41.695,-73.879,486,29
C_ID_24ebdcc946,2020-08,cash_back,43.154,-71.512,784,32
C_ID_24ede46099,2020-12,travel,39.88,-75.776,344,19
C_ID_24f394f987,2021-11,travel,40.468,-80.004,820,25
C_ID_24fa023184,2021-11,cash_back,42.635,-73.758,754,29
C_ID_24fcd578cb,2021-11,travel,41.757,-72.636,318,45
C_ID_2507c4b1fa,2021-06,cash_back,40.434,-80.012,395,18
C_ID_250f9ede59,2020-12,travel,41.774,-72.685,746,54
C_ID_2515b7a3a8,2020-07,cash_back,42.253,-71.855,387,86
C_ID_2518bc031e,2021-11,travel,41.78,-72.692,747,56
C_ID_251ce1ac9d,2021-11,travel,42.288,-71.784,355,45
C_ID_25227e25d6,2021-10,cash_back,46.324,-69.658,433,33
C_ID_25292d0f75,2020-12,dining_entertainment,41.787,-72.675,589,55
C_ID_252c7f0d5a,2021-06,cash_back,40.403,-79.98,613,55
C_ID_2531a748a2,2021-09,cash_back,41.647,-73.898,641,94
C_ID_25362c10a6,2021-10,cash_back,44.373,-69.47,562,26
C_ID_25426b8fed,2021-12,cash_back,41.736,-72.654,836,42
C_ID_25498d7386,2021-08,travel,41.794,-72.714,764,26
C_ID_2552115c57,2020-12,dining_entertainment,38.5,-76.514,557,30
C_ID_25589cbe9c,2020-02,cash_back,41.796,-72.656,530,29
C_ID_255dabaf4f,2021-05,cash_back,40.466,-80.022,482,21
C_ID_25656446ab,2021-01,dining_entertainment,42.226,-71.796,620,92
C_ID_256c392473,2021-10,dining_entertainment,40.474,-79.991,366,89
C_ID_257404913a,2020-07,cash_back,41.689,-73.91,343,62
C_ID_2575f8d06c,2018-10,cash_back,42.637,-73.784,441,47
C_ID_2577a7f818,2021-09,dining_entertainment,40.483,-80.005,382,34
C_ID_257a876cff,2021-07,cash_back,41.729,-72.69,681,89
C_ID_25845aa56e,2021-02,cash_back,41.744,-73.919,307,39
C_ID_258871e564,2021-09,cash_back,42.695,-73.8,417,37
C_ID_258be82c95,2020-12,cash_back,43.202,-71.523,344,38
C_ID_25935747c9,2021-01,cash_back,41.721,-72.722,544,24
C_ID_25966d6bda,2021-10,cash_back,40.462,-80.051,671,44
C_ID_259c3a69f9,2021-08,cash_back,41.703,-73.902,480,74
C_ID_25a2cf0963,2020-11,cash_back,40.394,-80.012,353,45
C_ID_25ac1c4ea9,2021-11,dining_entertainment,42.671,-73.795,603,85
C_ID_25b34f6956,2021-09,cash_back,41.697,-73.879,769,21
C_ID_25b4daebc7,2020-05,travel,42.268,-71.774,361,68
C_ID_25bec120b1,2021-05,cash_back,41.796,-72.665,634,33
C_ID_25c571e687,2020-11,dining_entertainment,42.279,-71.836,619,78
C_ID_25c98534cc,2017-07,cash_back,43.154,-71.585,398,29
C_ID_25d4b421e4,2021-09,dining_entertainment,42.665,-73.743,459,20
C_ID_25d85effd2,2018-07,cash_back,42.673,-73.738,408,57
C_ID_25ddbe2d07,2021-02,cash_back,42.621,-71.801,406,61
C_ID_25df81e152,2021-03,cash_back,42.664,-73.727,698,56
C_ID_25e17945e1,2021-08,cash_back,41.661,-73.883,520,39
C_ID_25e283f958,2020-08,cash_back,41.741,-72.633,529,99
C_ID_25e8384ab9,2021-04,cash_back,41.665,-73.967,706,29
C_ID_25ed4e5c34,2019-10,travel,40.483,-80.003,687,22
C_ID_25f234594c,2020-07,dining_entertainment,41.8,-72.633,304,33
C_ID_25f76b6400,2021-01,dining_entertainment,41.715,-73.95,772,51
C_ID_25fd3f88f4,2021-01,cash_back,42.226,-71.796,425,23
C_ID_2600a33ab2,2020-03,cash_back,41.724,-73.916,517,19
C_ID_2607509883,2021-10,travel,42.606,-73.776,828,36
C_ID_260f5ce2a0,2021-01,cash_back,42.63,-73.713,694,49
C_ID_261578ff5b,2021-11,travel,43.223,-71.502,304,41
C_ID_261cb2e5d1,2020-09,travel,40.391,-80.023,581,26
C_ID_2621b1cb44,2020-08,travel,42.644,-73.719,372,56
C_ID_262d765bd7,2021-03,cash_back,41.706,-73.88,433,32
C_ID_26311692a8,2020-04,travel,43.183,-71.542,704,29
C_ID_2636009cd9,2018-12,cash_back,41.763,-72.631,682,38
C_ID_263bc022de,2019-12,dining_entertainment,40.4,-80.001,430,24
C_ID_263fa0f26e,2021-12,dining_entertainment,41.652,-73.966,476,50
C_ID_2646d5048e,2021-12,cash_back,41.707,-73.937,743,24
C_ID_264cf4b976,2021-01,cash_back,41.711,-72.694,830,54
C_ID_2651975a0d,2020-10,dining_entertainment,41.726,-73.926,492,42
C_ID_2656df48b0,2021-02,cash_back,41.719,-73.971,766,50
C_ID_266251ebaa,2021-06,cash_back,40.752,-76.961,671,39
C_ID_266a90a21b,2020-06,travel,41.764,-72.693,585,85
C_ID_2670f7ee9b,2020-05,cash_back,42.268,-71.827,741,92
C_ID_267754902d,2021-02,travel,40.476,-79.98,608,35
C_ID_267c5beafd,2021-11,dining_entertainment,43.179,-71.584,807,49
C_ID_2682b5789d,2021-04,cash_back,40.386,-79.972,426,67
C_ID_2688dbff9e,2021-11,cash_back,40.474,-80.025,768,46
C_ID_269390997d,2020-10,cash_back,43.16,-71.572,392,21
C_ID_26995c1b65,2021-01,cash_back,41.789,-72.67,543,40
C_ID_269f56ef95,2021-02,travel,44.548,-71.716,521,80
C_ID_26a651e8d1,2020-09,cash_back,40.387,-80.0,464,60
C_ID_26aef6d0bd,2018-08,cash_back,40.388,-79.954,738,75
C_ID_26b6b79e20,2021-05,cash_back,42.605,-73.75,668,98
C_ID_26be1c0b48,2017-10,travel,40.438,-80.043,607,80
C_ID_26c1d01e56,2020-08,cash_back,42.262,-71.762,536,20
C_ID_26c47c1aa3,2021-08,dining_entertainment,41.666,-73.925,634,85
C_ID_26cfd3ac01,2020-02,cash_back,40.435,-79.956,817,24
C_ID_26d5b9d6ec,2020-07,travel,41.784,-72.688,476,25
C_ID_26d91734d1,2021-06,travel,40.415,-80.048,602,74
C_ID_26dc02a97f,2021-02,cash_back,41.699,-73.911,816,70
C_ID_26e0702063,2020-12,travel,41.743,-73.955,694,21
C_ID_26e98102e6,2020-12,cash_back,43.388,-74.498,459,52
C_ID_26f029f690,2021-10,cash_back,43.226,-71.513,783,75
C_ID_26f352bef5,2020-07,cash_back,41.737,-72.638,339,50
C_ID_26f6e279f0,2021-11,cash_back,42.672,-73.722,820,27
C_ID_26fd61827b,2019-08,cash_back,43.24,-71.588,305,40
C_ID_270071e365,2021-04,cash_back,40.39,-79.958,546,89
C_ID_2707d23b9a,2021-11,dining_entertainment,41.779,-72.636,692,33
C_ID_2711d7b32f,2021-06,cash_back,41.795,-72.663,554,73
C_ID_2715959c64,2021-12,cash_back,40.44,-80.023,370,19
C_ID_2719d2d98b,2021-08,cash_back,42.291,-71.839,649,55
C_ID_271b4fe11b,2019-09,travel,40.427,-80.027,627,35
C_ID_2721fd9e94,2021-03,travel,40.434,-80.014,647,60
C_ID_2724b804a6,2019-07,cash_back,41.756,-72.65,462,47
C_ID_27285307c7,2021-09,cash_back,42.672,-73.754,408,66
C_ID_272bf50501,2021-10,dining_entertainment,42.263,-71.775,405,49
C_ID_272f18f281,2020-11,cash_back,42.626,-73.748,804,52
C_ID_2733c7ccc5,2021-11,cash_back,42.217,-71.763,450,51
C_ID_2738c22c9c,2020-10,cash_back,40.403,-80.022,305,71
C_ID_273cfb68bc,2021-02,cash_back,41.704,-73.974,602,73
C_ID_2740f1cf2f,2020-11,dining_entertainment,41.692,-73.891,503,49
C_ID_2745b6f4a2,2020-06,cash_back,40.43,-79.956,548,45
C_ID_274d11e478,2020-11,cash_back,41.744,-73.934,367,33
C_ID_2751deac76,2021-01,cash_back,46.131,-68.325,430,56
C_ID_275cbe709d,2021-09,cash_back,42.298,-71.773,424,80
C_ID_2762c9eb6c,2020-05,dining_entertainment,40.475,-79.997,628,90
C_ID_2768eaebd8,2021-05,cash_back,42.226,-71.786,746,65
C_ID_277174f002,2021-12,cash_back,42.258,-71.758,662,23
C_ID_277867054b,2020-06,travel,41.755,-72.72,473,39
C_ID_277c635542,2020-08,dining_entertainment,41.672,-73.88,530,59
C_ID_277e11b34c,2020-09,cash_back,41.742,-72.684,504,93
C_ID_2781147e0c,2021-04,dining_entertainment,41.733,-72.629,389,23
C_ID_278bd476d8,2020-12,dining_entertainment,43.186,-71.542,807,27
C_ID_2790a73c8e,2021-03,cash_back,42.689,-73.763,810,41
C_ID_27970e68ff,2021-07,cash_back,41.696,-73.916,757,23
C_ID_279e013470,2020-12,cash_back,41.654,-73.891,466,36
C_ID_27a04b94e6,2021-01,dining_entertainment,42.3,-71.831,803,21
C_ID_27a61c30d2,2021-05,cash_back,41.759,-72.664,652,29
C_ID_27ac9196d3,2020-11,travel,40.4,-80.035,412,54
C_ID_27ae4b2dc7,2021-04,cash_back,42.295,-71.778,328,67
C_ID_27b3cf73c9,2022-01,cash_back,43.189,-71.576,779,25
C_ID_27b90a763e,2021-09,cash_back,40.399,-80.022,371,46
C_ID_27c041c401,2019-03,dining_entertainment,38.874,-76.052,302,28
C_ID_27c234de2f,2021-04,dining_entertainment,45.84,-67.925,755,63
C_ID_27c577529c,2021-07,cash_back,43.239,-71.568,345,65
C_ID_27cad6b05e,2020-06,travel,40.442,-80.037,622,23
C_ID_27d14d65c3,2021-08,dining_entertainment,43.246,-71.564,727,28
C_ID_27d94d5d73,2019-12,dining_entertainment,42.289,-71.849,569,75
C_ID_27e0f9709c,2021-09,cash_back,42.244,-71.79,541,37
C_ID_27ea6d4839,2021-12,dining_entertainment,42.657,-73.792,664,18
C_ID_27eccd867f,2021-10,cash_back,43.395,-79.027,425,80
C_ID_27f0da28ba,2020-11,dining_entertainment,43.214,-71.552,533,80
C_ID_27f6bb23e0,2021-05,travel,42.306,-71.813,395,82
C_ID_27f9d27917,2021-02,cash_back,42.663,-73.764,521,19
C_ID_28026e2183,2021-07,cash_back,42.28,-71.793,581,30
C_ID_2803ec6e49,2021-08,travel,41.675,-73.928,729,43
C_ID_28089e1090,2021-11,dining_entertainment,43.223,-71.56,723,69
C_ID_280b1a9d8b,2021-12,cash_back,41.646,-73.885,783,73
C_ID_2811f7a11e,2021-05,travel,41.732,-72.648,547,47
C_ID_28148dce0e,2021-07,dining_entertainment,40.47,-80.041,718,25
C_ID_2815e53ccc,2021-09,cash_back,41.808,-72.69,651,54
C_ID_281a14e7a5,2021-11,cash_back,39.512,-77.415,320,27
C_ID_281fa369ea,2021-01,travel,42.614,-73.8,497,38
C_ID_2823b89bd8,2018-07,travel,42.302,-71.843,818,50
C_ID_2829ca22c1,2021-12,cash_back,42.67,-73.745,811,67
C_ID_282e4f2619,2019-10,travel,41.706,-73.901,307,60
C_ID_2835648cc0,2020-08,cash_back,41.727,-73.907,522,69
C_ID_283dbf3879,2021-11,travel,41.776,-72.7,829,26
C_ID_28423f99b2,2021-09,cash_back,43.173,-71.514,531,92
C_ID_28464d1edc,2021-08,cash_back,43.201,-71.5,744,45
C_ID_28480a79a6,2021-02,cash_back,43.201,-71.558,431,36
C_ID_284f1cd0c5,2020-09,travel,40.946,-75.932,316,49
C_ID_2853bc8ac0,2021-01,cash_back,41.809,-72.642,537,44
C_ID_285930793c,2021-07,cash_back,41.284,-77.506,534,62
C_ID_2861cdf55b,2021-07,cash_back,41.77,-72.686,509,22
C_ID_2865cb0983,2020-10,cash_back,42.679,-73.764,813,32
C_ID_287115dd1f,2021-08,cash_back,40.448,-80.04,525,20
C_ID_287be0287c,2021-08,dining_entertainment,41.739,-73.967,721,36
C_ID_2884ea3414,2021-05,cash_back,41.724,-73.901,654,54
C_ID_2887dbdc5a,2021-12,cash_back,40.41,-80.04,599,53
C_ID_289216da2a,2021-04,dining_entertainment,41.721,-73.938,347,24
C_ID_289762599f,2021-10,travel,42.695,-73.728,464,26
C_ID_289da4e539,2019-08,cash_back,43.25,-71.593,441,95
C_ID_28a4c67e39,2021-07,cash_back,42.265,-71.814,410,24
C_ID_28af6a4c95,2021-10,cash_back,43.231,-71.552,747,25
C_ID_28b16bd8c2,2021-01,dining_entertainment,42.674,-73.712,385,38
C_ID_28b82f17dc,2020-04,cash_back,41.768,-72.662,475,60
C_ID_28c07bd581,2021-01,cash_back,42.225,-71.788,478,31
C_ID_28c64bc1d6,2021-08,cash_back,41.789,-72.681,715,26
C_ID_28c795a0e6,2020-11,cash_back,40.405,-80.035,710,26
C_ID_28c9bd3ed5,2021-12,cash_back,40.42,-79.977,601,85
C_ID_28cc6918fd,2019-11,cash_back,41.754,-72.719,304,53
C_ID_28d54b8b78,2021-08,cash_back,40.889,-72.616,720,44
C_ID_28d9df92c1,2020-12,cash_back,42.26,-71.845,730,31
C_ID_28dc91b063,2020-10,cash_back,40.458,-80.025,348,34
C_ID_28e1660cab,2020-02,cash_back,40.409,-80.008,629,45
C_ID_28ed1c974a,2021-12,travel,43.438,-72.9,797,28
C_ID_28f875d502,2017-12,cash_back,42.232,-71.783,337,22
C_ID_28fc4d144b,2021-10,dining_entertainment,41.724,-72.715,429,26
C_ID_28feb31d34,2021-12,dining_entertainment,42.656,-73.723,459,78
C_ID_29073ccc1d,2021-09,dining_entertainment,42.617,-73.718,578,60
C_ID_290af9156f,2019-11,cash_back,41.677,-73.936,736,30
C_ID_29166deda8,2021-10,cash_back,43.208,-71.512,820,61
C_ID_291f095ea5,2021-03,cash_back,38.691,-75.728,364,31
C_ID_29221b61ab,2021-09,cash_back,40.391,-80.026,542,72
C_ID_29244f330a,2021-01,cash_back,43.233,-71.544,368,30
C_ID_29299cd0d1,2019-11,cash_back,41.742,-73.896,339,73
C_ID_292d81588e,2020-02,dining_entertainment,42.252,-71.808,452,34
C_ID_2930abdaab,2021-07,dining_entertainment,41.76,-72.696,540,100
C_ID_293449b520,2019-04,dining_entertainment,42.227,-71.808,439,93
C_ID_293d78556c,2019-07,dining_entertainment,40.425,-79.966,509,28
C_ID_29462eef23,2020-11,cash_back,42.228,-71.809,304,44
C_ID_294b32ff38,2021-09,cash_back,41.806,-72.699,721,38
C_ID_2951162d4b,2021-03,dining_entertainment,40.547,-76.514,527,88
C_ID_29571fcad1,2020-12,cash_back,41.666,-73.962,598,64
C_ID_295961d0ac,2021-07,cash_back,41.716,-72.659,375,34
C_ID_295df58359,2021-11,cash_back,40.481,-80.038,458,22
C_ID_29607e65d3,2021-07,travel,41.662,-73.879,491,19
C_ID_296ad26a53,2020-10,cash_back,42.66,-73.797,305,24
C_ID_296e9e3a60,2021-04,cash_back,41.716,-73.935,766,50
C_ID_29731e80a9,2021-08,dining_entertainment,41.799,-72.689,419,51
C_ID_2976f1e72d,2021-08,cash_back,40.429,-79.975,344,95
C_ID_297e375611,2021-06,travel,41.784,-72.687,669,92
C_ID_29847b1861,2020-02,dining_entertainment,42.677,-73.775,345,37
C_ID_29875e2049,2021-04,cash_back,42.283,-71.792,602,31
C_ID_298a11c509,2021-10,cash_back,40.438,-80.041,796,34
C_ID_2997cd7651,2021-01,cash_back,42.616,-73.753,444,81
C_ID_299ed6811b,2021-01,cash_back,42.617,-73.725,524,54
C_ID_29a22cc1a5,2021-08,cash_back,43.221,-71.533,778,38
C_ID_29aa19705c,2019-10,travel,42.243,-71.786,435,59
C_ID_29ace4e1f2,2020-12,cash_back,41.805,-72.702,325,54
C_ID_29b2953413,2020-11,cash_back,43.252,-71.542,752,36
C_ID_29bb0bb987,2020-10,cash_back,43.186,-71.576,484,51
C_ID_29be138ee1,2020-07,dining_entertainment,40.433,-79.964,707,38
C_ID_29c59acfa0,2019-06,cash_back,41.746,-72.666,561,89
C_ID_29c900ed04,2021-04,cash_back,40.448,-79.999,349,28
C_ID_29cd33e91a,2020-05,cash_back,40.463,-80.019,538,56
C_ID_29d0f416e7,2021-11,cash_back,42.682,-73.786,663,23
C_ID_29d778403c,2021-08,cash_back,41.711,-72.727,310,59
C_ID_29da2e1eba,2021-08,cash_back,41.679,-73.909,422,45
C_ID_29eb1f65a8,2020-02,dining_entertainment,41.74,-72.705,365,20
C_ID_29ee2c206d,2021-10,cash_back,43.243,-71.563,310,57
C_ID_29f04167e7,2021-04,dining_entertainment,42.273,-71.813,691,100
C_ID_29fb1ffdb9,2021-06,cash_back,40.463,-80.016,819,37
C_ID_29fdfbd74f,2021-03,cash_back,43.213,-71.559,652,29
C_ID_2a0031470f,2020-11,travel,42.299,-71.832,438,53
C_ID_2a0c9ab91d,2021-05,travel,41.77,-72.721,307,30
C_ID_2a116681ec,2021-01,dining_entertainment,42.279,-71.808,418,58
C_ID_2a19d01620,2021-09,cash_back,43.24,-71.58,469,43
C_ID_2a1e8df37d,2020-06,travel,42.684,-73.76,337,51
C_ID_2a23bca524,2021-12,travel,42.253,-71.844,771,18
C_ID_2a2a0ecf1a,2020-12,travel,43.174,-71.509,387,22
C_ID_2a32cee642,2019-05,cash_back,42.658,-73.773,425,39
C_ID_2a393cc7f8,2021-03,cash_back,43.158,-71.531,707,67
C_ID_2a3f13efde,2021-06,dining_entertainment,40.568,-76.847,768,51
C_ID_2a421205a7,2019-07,cash_back,41.699,-73.969,708,39
C_ID_2a466747ef,2021-07,travel,40.476,-80.016,330,28
C_ID_2a4f6ec7d0,2021-02,travel,43.214,-71.543,466,23
C_ID_2a54dcf0d7,2019-05,dining_entertainment,43.204,-71.528,375,52
C_ID_2a62900b59,2021-01,cash_back,43.161,-71.576,377,29
C_ID_2a64c82ad2,2021-05,dining_entertainment,40.436,-79.981,794,50
C_ID_2a6ca5fa8f,2020-04,cash_back,38.327,-76.443,690,57
C_ID_2a75404c3c,2021-05,dining_entertainment,41.708,-73.972,744,22
C_ID_2a79f77a4a,2021-10,cash_back,42.258,-71.841,361,26
C_ID_2a7e6208ea,2019-09,cash_back,42.297,-71.797,405,79
C_ID_2a87159907,2018-01,travel,42.3,-71.816,379,23
C_ID_2a8a3943d7,2021-02,cash_back,43.188,-71.544,335,23
C_ID_2a8de66284,2018-12,cash_back,42.623,-73.745,579,91
C_ID_2a94df4d70,2020-05,cash_back,41.741,-72.704,362,85
C_ID_2a98536723,2020-11,cash_back,40.462,-79.974,380,26
C_ID_2a9ab1e74a,2018-07,travel,41.734,-72.686,759,78
C_ID_2aa43786f1,2020-06,cash_back,43.192,-71.562,416,48
C_ID_2aa8118599,2019-11,cash_back,42.304,-71.758,390,33
C_ID_2aac3b5bd6,2021-11,dining_entertainment,40.446,-80.04,838,77
C_ID_2ab63ffca8,2020-12,travel,42.645,-73.734,625,57
C_ID_2abc26f420,2021-04,cash_back,43.214,-71.578,759,41
C_ID_2ac4b991f2,2021-09,cash_back,42.655,-73.734,369,57
C_ID_2aca815387,2021-01,dining_entertainment,42.639,-73.724,565,50
C_ID_2ad3104b48,2021-11,cash_back,42.615,-73.722,328,30
C_ID_2ad542adcf,2020-08,cash_back,42.617,-73.747,528,81
C_ID_2ae20d2129,2021-09,cash_back,40.418,-79.972,811,28
C_ID_2aeb334996,2019-12,travel,41.655,-73.943,314,48
C_ID_2aee07086e,2020-09,dining_entertainment,42.646,-73.714,831,26
C_ID_2af57db605,2021-09,cash_back,41.732,-73.945,363,78
C_ID_2afc4566b8,2019-01,cash_back,41.663,-73.946,370,27
C_ID_2b03b27d94,2021-02,travel,42.256,-71.763,423,20
C_ID_2b0a6a62e3,2021-04,cash_back,42.241,-78.119,590,60
C_ID_2b0bf02212,2020-08,travel,43.192,-71.586,402,27
C_ID_2b112b9a7e,2017-10,cash_back,41.741,-72.7,742,55
C_ID_2b15182e03,2021-02,cash_back,41.728,-72.651,699,50
C_ID_2b161d0e69,2020-11,cash_back,40.426,-79.972,550,24
C_ID_2b1d60eb1e,2021-03,cash_back,43.201,-71.494,385,48
C_ID_2b216039a1,2021-10,cash_back,40.403,-80.05,719,49
C_ID_2b2866b7a5,2020-05,cash_back,42.639,-73.731,774,54
C_ID_2b2bdeba20,2018-04,cash_back,43.221,-71.581,498,44
C_ID_2b31c632d0,2020-12,cash_back,41.729,-72.71,693,26
C_ID_2b3bacde75,2019-05,cash_back,43.163,-71.58,521,73
C_ID_2b450fa34b,2020-06,travel,41.797,-72.695,819,54
C_ID_2b4cd97076,2021-11,dining_entertainment,42.237,-71.839,539,28
C_ID_2b51999296,2021-11,travel,41.712,-72.712,701,42
C_ID_2b56b50baf,2021-01,dining_entertainment,42.224,-71.818,574,37
C_ID_2b5be86544,2021-03,cash_back,43.226,-71.553,804,63
C_ID_2b5efbd1bb,2021-02,cash_back,43.248,-71.588,391,28
C_ID_2b64e33026,2021-01,cash_back,40.39,-80.022,688,24
C_ID_2b6b83efbc,2021-02,cash_back,41.584,-77.916,704,41
C_ID_2b72143910,2021-03,travel,41.687,-73.901,748,67
C_ID_2b74175581,2021-11,cash_back,42.606,-73.755,679,19
C_ID_2b797d3fe1,2020-07,cash_back,40.402,-80.018,595,46
C_ID_2b7b0cd29c,2021-01,cash_back,41.741,-73.939,425,47
C_ID_2b857bca57,2021-08,cash_back,42.525,-78.013,643,68
C_ID_2b88ea477a,2021-04,cash_back,43.169,-71.58,726,23
C_ID_2b9122673f,2021-03,cash_back,41.725,-72.701,437,71
C_ID_2b93b8e980,2021-08,cash_back,43.155,-71.511,847,48
C_ID_2b952ea917,2021-10,cash_back,41.711,-73.938,513,30
C_ID_2b9bec2030,2018-06,travel,41.706,-73.93,813,92
C_ID_2ba2f1133a,2020-12,cash_back,41.723,-72.686,526,95
C_ID_2ba6cc9c28,2021-05,dining_entertainment,41.774,-72.689,623,32
C_ID_2ba8a03938,2021-10,cash_back,41.063,-80.425,680,21
C_ID_2bbbe67796,2020-11,cash_back,43.21,-71.53,380,56
C_ID_2bc0962e72,2020-08,travel,41.783,-72.658,378,42
C_ID_2bc8090b53,2020-07,travel,41.721,-73.949,819,38
C_ID_2bcf20eed5,2021-08,cash_back,41.68,-73.902,764,74
C_ID_2bd3a95a57,2021-09,cash_back,42.261,-71.797,344,56
C_ID_2bde74b4cf,2019-09,dining_entertainment,40.413,-80.034,766,47
C_ID_2be2cadcf2,2021-09,cash_back,42.283,-71.841,688,25
C_ID_2be7d23ef3,2021-07,cash_back,42.635,-73.796,555,91
C_ID_2beca279a1,2021-01,cash_back,43.203,-71.591,342,54
C_ID_2bf370ea24,2021-10,dining_entertainment,42.215,-71.853,795,20
C_ID_2bfb27b01e,2020-01,cash_back,39.651,-76.316,730,30
C_ID_2c0143bee6,2021-12,cash_back,40.43,-80.023,572,43
C_ID_2c05bfad10,2021-04,cash_back,41.756,-72.643,610,82
C_ID_2c09ab1d58,2021-06,cash_back,41.804,-72.658,726,38
C_ID_2c0f29055b,2019-10,travel,41.701,-73.879,832,24
C_ID_2c14defabf,2020-05,cash_back,42.61,-73.739,531,33
C_ID_2c1ebe5ec5,2020-09,cash_back,45.142,-67.171,686,39
C_ID_2c21aea0fa,2019-01,cash_back,43.238,-71.537,518,39
C_ID_2c287cbab6,2021-04,dining_entertainment,42.691,-73.79,583,21
C_ID_2c2d0ac5c4,2021-07,travel,41.739,-73.879,635,31
C_ID_2c3968fcdc,2021-03,cash_back,42.696,-73.803,774,33
C_ID_2c3b4b1bea,2019-10,cash_back,40.394,-80.038,733,34
C_ID_2c3eb8c0e7,2021-09,cash_back,41.747,-72.683,802,36
C_ID_2c424935c0,2021-09,travel,42.258,-71.834,811,54
C_ID_2c47a53889,2021-09,cash_back,40.445,-80.05,306,20
C_ID_2c4dd5f3a7,2021-06,travel,41.733,-73.957,326,28
C_ID_2c54f4fb2d,2021-02,travel,40.768,-79.222,699,54
C_ID_2c5f0e4498,2021-01,dining_entertainment,41.679,-73.934,699,23
C_ID_2c64ff6e82,2020-05,cash_back,42.685,-73.807,609,28
C_ID_2c6b5434e4,2020-05,travel,41.649,-73.909,846,48
C_ID_2c742dd76f,2020-08,travel,43.18,-71.504,593,27
C_ID_2c783ca2b6,2020-11,cash_back,42.272,-71.798,311,29
C_ID_2c7a1b71a6,2019-08,dining_entertainment,41.723,-73.96,781,27
C_ID_2c7cff77ef,2021-10,dining_entertainment,40.441,-79.993,843,32
C_ID_2c7fdcc7b8,2021-06,travel,41.765,-72.663,426,74
C_ID_2c8765cd34,2021-08,travel,43.207,-71.521,688,43
C_ID_2c8dfbb38f,2020-11,cash_back,41.649,-73.962,309,24
C_ID_2c917c5d56,2021-07,cash_back,44.812,-72.9,596,60
C_ID_2c98329172,2021-05,dining_entertainment,41.711,-73.905,432,29
C_ID_2c9abd3ca8,2021-01,cash_back,43.167,-71.54,434,58
C_ID_2ca19935dd,2021-12,cash_back,42.238,-71.844,337,24
C_ID_2ca4ba15d8,2020-11,cash_back,43.176,-71.569,758,31
C_ID_2caac2e56d,2021-09,travel,41.706,-73.92,840,34
C_ID_2cae2dac68,2020-05,cash_back,40.412,-80.038,554,36
C_ID_2cb9568de6,2020-04,travel,42.649,-73.725,763,38
C_ID_2cbe1fdf44,2019-06,cash_back,41.742,-72.708,343,54
C_ID_2cc30f0a22,2021-09,travel,40.417,-79.99,665,29
C_ID_2cc7a9d5a3,2021-12,cash_back,40.438,-80.047,323,26
C_ID_2ccc7657f3,2021-06,dining_entertainment,41.753,-72.712,831,20
C_ID_2cd21188e4,2020-02,cash_back,41.779,-72.679,382,50
C_ID_2cd9631093,2020-09,dining_entertainment,42.66,-73.759,689,85
C_ID_2ce08437b4,2020-12,travel,41.809,-72.682,742,42
